x,y,Predictions
794033.9115574,1187943.50392438,1.00993596557017e-05
794033.9115574,1187890.49441744,1.12559599470134e-05
794033.9115574,1187837.4849105,1.25067816355975e-05
794033.9115574,1187784.47540356,1.38537624931143e-05
794033.9115574,1187731.46589661,1.52980223087267e-05
794033.9115574,1187678.45638967,1.68397595913931e-05
794033.9115574,1187625.44688273,1.84781553838669e-05
794033.9115574,1187572.43737579,2.0211287204872e-05
794033.9115574,1187519.42786884,2.20360561406329e-05
794033.9115574,1187466.4183619,2.39481300101543e-05
794033.9115574,1187413.40885496,2.59419053250563e-05
794033.9115574,1187360.39934802,2.80104904526623e-05
794033.9115574,1187307.38984108,3.01457119736849e-05
794033.9115574,1187254.38033413,3.23381457114213e-05
794033.9115574,1187201.37082719,3.45771733106981e-05
794033.9115574,1187148.36132025,3.68510645795079e-05
794033.9115574,1187095.35181331,3.91470850958294e-05
794033.9115574,1187042.34230636,4.14516278512918e-05
794033.9115574,1186989.33279942,4.37503669788505e-05
794033.9115574,1186936.32329248,4.60284309211326e-05
794033.9115574,1186883.31378554,4.82705917672604e-05
794033.9115574,1186830.3042786,5.04614669435738e-05
794033.9115574,1186777.29477165,5.25857290111775e-05
794033.9115574,1186724.28526471,5.46283190179189e-05
794033.9115574,1186671.27575777,5.65746586883906e-05
794033.9115574,1186618.26625083,5.84108567193899e-05
794033.9115574,1186565.25674388,6.01239045816007e-05
794033.9115574,1186512.24723694,6.1701857505808e-05
794033.9115574,1186459.23773,6.31339967429386e-05
794033.9115574,1186406.22822306,6.44109697147005e-05
794033.9115574,1186353.21871612,6.55249052957041e-05
794033.9115574,1186300.20920917,6.64695021631024e-05
794086.916750173,1188579.61800769,2.5653197417304e-06
794086.916750173,1188526.60850075,2.96109686966268e-06
794086.916750173,1188473.5989938,3.40981185884293e-06
794086.916750173,1188420.58948686,3.91691144676143e-06
794086.916750173,1188367.57997992,4.48809785796844e-06
794086.916750173,1188314.57047298,5.12928415402859e-06
794086.916750173,1188261.56096603,5.84653800929177e-06
794086.916750173,1188208.55145909,6.64601338699974e-06
794086.916750173,1188155.54195215,7.53386986177864e-06
794086.916750173,1188102.53244521,8.51617965890731e-06
794086.916750173,1188049.52293827,9.59882285357204e-06
794086.916750173,1187996.51343132,1.07873715874444e-05
794086.916750173,1187943.50392438,1.20869646052064e-05
794086.916750173,1187890.49441744,1.3502173877075e-05
794086.916750173,1187837.4849105,1.50368655393089e-05
794086.916750173,1187784.47540356,1.66940578349209e-05
794086.916750173,1187731.46589661,1.84757791518963e-05
794086.916750173,1187678.45638967,2.03829296152048e-05
794086.916750173,1187625.44688273,2.24151499710764e-05
794086.916750173,1187572.43737579,2.45707016879417e-05
794086.916750173,1187519.42786884,2.68463622697128e-05
794086.916750173,1187466.4183619,2.92373397202054e-05
794086.916750173,1187413.40885496,3.17372099014063e-05
794086.916750173,1187360.39934802,3.43378801885302e-05
794086.916750173,1187307.38984108,3.70295823423654e-05
794086.916750173,1187254.38033413,3.98008969013731e-05
794086.916750173,1187201.37082719,4.26388106568481e-05
794086.916750173,1187148.36132025,4.55288079342704e-05
794086.916750173,1187095.35181331,4.84549954888909e-05
794086.916750173,1187042.34230636,5.14002598649403e-05
794086.916750173,1186989.33279942,5.43464550998879e-05
794086.916750173,1186936.32329248,5.72746177144258e-05
794086.916750173,1186883.31378554,6.01652050529506e-05
794086.916750173,1186830.3042786,6.29983522623026e-05
794086.916750173,1186777.29477165,6.575414255251e-05
794086.916750173,1186724.28526471,6.84128848972355e-05
794086.916750173,1186671.27575777,7.09553930267177e-05
794086.916750173,1186618.26625083,7.33632594538471e-05
794086.916750173,1186406.22822306,8.13216179654536e-05
794139.921942947,1188738.64652851,1.90305624507459e-06
794139.921942947,1188685.63702157,2.21610232829485e-06
794139.921942947,1188632.62751463,2.5751663935116e-06
794139.921942947,1188579.61800769,2.98582344247336e-06
794139.921942947,1188526.60850075,3.45408235009823e-06
794139.921942947,1188473.5989938,3.98637260021684e-06
794139.921942947,1188420.58948686,4.58952014378104e-06
794139.921942947,1188367.57997992,5.27071098025792e-06
794139.921942947,1188314.57047298,6.03744117477097e-06
794139.921942947,1188261.56096603,6.89745220075082e-06
794139.921942947,1188208.55145909,7.85865074491657e-06
794139.921942947,1188155.54195215,8.92901243074645e-06
794139.921942947,1188102.53244521,1.01164693075412e-05
794139.921942947,1188049.52293827,1.14287814110263e-05
794139.921942947,1187996.51343132,1.28733932206637e-05
794139.921942947,1187943.50392438,1.44572764070645e-05
794139.921942947,1187890.49441744,1.61867608649781e-05
794139.921942947,1187837.4849105,1.8067356644197e-05
794139.921942947,1187784.47540356,2.01035699998858e-05
794139.921942947,1187731.46589661,2.22987173604296e-05
794139.921942947,1187678.45638967,2.46547415277129e-05
794139.921942947,1187625.44688273,2.71720348540316e-05
794139.921942947,1187572.43737579,2.9849274454763e-05
794139.921942947,1187466.4183619,3.56688621691368e-05
794139.921942947,1187413.40885496,3.87987783428977e-05
794139.921942947,1187042.34230636,6.36895891656058e-05
794139.921942947,1186671.27575777,8.89300100467935e-05
794139.921942947,1186618.26625083,9.20804820896228e-05
794139.921942947,1186406.22822306,0.000102607113716471
794192.92713572,1188844.6655424,1.60739213179928e-06
794192.92713572,1188791.65603546,1.88295046179163e-06
794192.92713572,1188738.64652851,2.20150545727084e-06
794192.92713572,1188685.63702157,2.56879595532967e-06
794192.92713572,1188632.62751463,2.99111702000848e-06
794192.92713572,1188579.61800769,3.47533077036007e-06
794192.92713572,1188526.60850075,4.02886784533258e-06
794192.92713572,1188473.5989938,4.65971761281985e-06
794192.92713572,1188420.58948686,5.37640519878467e-06
794192.92713572,1188367.57997992,6.18795344300455e-06
794192.92713572,1188314.57047298,7.10382799139733e-06
794192.92713572,1188261.56096603,8.13386392056372e-06
794192.92713572,1188208.55145909,9.28817256545202e-06
794192.92713572,1188155.54195215,1.05770275907441e-05
794192.92713572,1188102.53244521,1.20107298120614e-05
794192.92713572,1188049.52293827,1.35994508316252e-05
794192.92713572,1187996.51343132,1.53530561973884e-05
794192.92713572,1187466.4183619,4.34792506891983e-05
794192.92713572,1187413.40885496,4.7392037994788e-05
794192.92713572,1187042.34230636,7.88502278241088e-05
794192.92713572,1186671.27575777,0.000111367914990302
