x,y,Predictions
795571.062147826,1188155.54195215,0.000638508603963333
795571.062147826,1188102.53244521,0.000738993092991804
795624.067340599,1204111.40354175,1.72082507728137e-06
795624.067340599,1204058.39403481,2.09105934251185e-06
795624.067340599,1204005.38452787,2.54115841265678e-06
795624.067340599,1203952.37502093,3.08794606069532e-06
795624.067340599,1203899.36551398,3.75160253613339e-06
795624.067340599,1203846.35600704,4.55626985246615e-06
795624.067340599,1203793.3465001,5.53074659802297e-06
795624.067340599,1203740.33699316,6.70927982571033e-06
795624.067340599,1203687.32748621,8.13246049452214e-06
795624.067340599,1201672.96622241,0.0017885455210744
795624.067340599,1201619.95671547,0.00190859028912447
795624.067340599,1201566.94720853,0.00202781557459028
795624.067340599,1201513.93770158,0.00214535510431027
795624.067340599,1201460.92819464,0.00226042202989642
795624.067340599,1201407.9186877,0.00237234472642995
795624.067340599,1201354.90918076,0.00248060133683235
795624.067340599,1201301.89967382,0.00258485170342781
795624.067340599,1201248.89016687,0.00268496552249613
795624.067340599,1201195.88065993,0.00278104587360146
795624.067340599,1201142.87115299,0.00287344769771393
795624.067340599,1201089.86164605,0.0029627913001309
795624.067340599,1201036.8521391,0.00304997150144992
795624.067340599,1200983.84263216,0.0031361636141931
795624.067340599,1200930.83312522,0.00322282794770124
795624.067340599,1200877.82361828,0.00331171501034559
795624.067340599,1200824.81411134,0.00340487396838611
795624.067340599,1200771.80460439,0.00350466723200137
795624.067340599,1200718.79509745,0.00361379428351804
795624.067340599,1200665.78559051,0.0037353280666487
795624.067340599,1200612.77608357,0.00387276745447578
795624.067340599,1200559.76657662,0.00403010954797444
795624.067340599,1200506.75706968,0.00421194586377426
795624.067340599,1200453.74756274,0.00442358687744857
795624.067340599,1200400.7380558,0.0046712199072558
795624.067340599,1200347.72854886,0.00496210593708224
795624.067340599,1200294.71904191,0.00530482163469988
795624.067340599,1200241.70953497,0.00570955342295783
795624.067340599,1200188.70002803,0.00618845084603165
795624.067340599,1200135.69052109,0.00675604640030631
795624.067340599,1200082.68101415,0.00742974813313092
795624.067340599,1200029.6715072,0.00823040920246342
795624.067340599,1199976.66200026,0.00918297466466207
795624.067340599,1199923.65249332,0.0103171993324593
795624.067340599,1199870.64298638,0.0116684208645378
795624.067340599,1199817.63347943,0.0132783585736329
795624.067340599,1199764.62397249,0.0151958902067211
795624.067340599,1199711.61446555,0.0174777360039196
795624.067340599,1199658.60495861,0.0201889522598241
795624.067340599,1199605.59545167,0.0234031070837031
795624.067340599,1199552.58594472,0.0272019822776657
795624.067340599,1199499.57643778,0.0316746222118735
795624.067340599,1199446.56693084,0.0369155400948406
795624.067340599,1199393.5574239,0.0430219023930998
795624.067340599,1199287.53841001,0.0582078088000753
795624.067340599,1199022.4908753,0.116361745357515
795624.067340599,1198916.47186142,0.147367709360788
795624.067340599,1198863.46235447,0.164027886683398
795624.067340599,1198651.42432671,0.232369558124699
795624.067340599,1198545.40531282,0.263403046113288
795624.067340599,1198068.31975034,0.341425660465464
795624.067340599,1197962.30073646,0.351190630219159
795624.067340599,1197909.29122951,0.35682344113901
795624.067340599,1197803.27221563,0.37131697519087
795624.067340599,1197697.25320175,0.392241457878114
795624.067340599,1197538.22468092,0.44020495209169
795624.067340599,1197485.21517398,0.461233487986914
795624.067340599,1197432.20566704,0.484792813084987
795624.067340599,1197379.19616009,0.510698494419636
795624.067340599,1197326.18665315,0.538596268736071
795624.067340599,1197273.17714621,0.567934593179407
795624.067340599,1197220.16763927,0.597947418637235
795624.067340599,1197167.15813232,0.627655195903236
795624.067340599,1197114.14862538,0.655892112779503
795624.067340599,1197061.13911844,0.681365402367351
795624.067340599,1197008.1296115,0.702747826462509
795624.067340599,1196955.12010456,0.718797448023805
795624.067340599,1196902.11059761,0.728490916456988
795624.067340599,1196849.10109067,0.731149967186823
795624.067340599,1196796.09158373,0.726538227036508
795624.067340599,1196743.08207679,0.714908504133732
795624.067340599,1196690.07256984,0.696989559874495
795624.067340599,1196637.0630629,0.67391382027396
795624.067340599,1196584.05355596,0.647099959540057
795624.067340599,1196531.04404902,0.618113007109707
795624.067340599,1196478.03454208,0.588527192069294
795624.067340599,1196425.02503513,0.559812999716771
795624.067340599,1196372.01552819,0.533261805725191
795624.067340599,1196319.00602125,0.509951947040553
795624.067340599,1196265.99651431,0.490751918574202
795624.067340599,1196212.98700736,0.47635114320862
795624.067340599,1196159.97750042,0.467306670043401
795624.067340599,1196106.96799348,0.464094395490476
795624.067340599,1196053.95848654,0.467154699429395
795624.067340599,1196000.9489796,0.476923537861407
795624.067340599,1195947.93947265,0.493840232526932
795624.067340599,1195894.92996571,0.518322227993348
795624.067340599,1195841.92045877,0.550695450894909
795624.067340599,1195788.91095183,0.59106802807034
795624.067340599,1195735.90144488,0.639137580815496
795624.067340599,1195682.89193794,0.693931874822388
795624.067340599,1195629.882431,0.753503487685769
795624.067340599,1195576.87292406,0.814633798474049
795624.067340599,1195523.86341712,0.872646483682011
795624.067340599,1195470.85391017,0.921471152894986
795624.067340599,1195417.84440323,0.954105474214361
795624.067340599,1195364.83489629,0.963563777177321
795624.067340599,1195311.82538935,0.944250163152308
795624.067340599,1195258.81588241,0.893477763100329
795624.067340599,1195205.80637546,0.812660671805279
795624.067340599,1195152.79686852,0.707661525149695
795624.067340599,1195099.78736158,0.587981950940021
795624.067340599,1195046.77785464,0.464903963557331
795624.067340599,1194993.76834769,0.349139880926155
795624.067340599,1194940.75884075,0.248774921513824
795624.067340599,1194887.74933381,0.168146323106695
795624.067340599,1194834.73982687,0.107873424913987
795624.067340599,1194781.73031993,0.0657843202142386
795624.067340599,1194728.72081298,0.0382199943443945
795624.067340599,1189056.70357017,0.000155013174156682
795624.067340599,1189003.69406323,0.00015906341253736
795624.067340599,1188950.68455628,0.0001645679093798
795624.067340599,1188897.67504934,0.000171762154340531
795624.067340599,1188844.6655424,0.000180912176594526
795624.067340599,1188791.65603546,0.00019232586757872
795624.067340599,1188738.64652851,0.000206364949813931
795624.067340599,1188685.63702157,0.000223457788247029
795624.067340599,1188632.62751463,0.000244113251375986
795624.067340599,1188579.61800769,0.000268935807156889
795624.067340599,1188526.60850075,0.000298641989953582
795624.067340599,1188473.5989938,0.000334078303819991
795624.067340599,1188420.58948686,0.000376240536827824
795624.067340599,1188367.57997992,0.000426294352839852
795624.067340599,1188314.57047298,0.000485596903013258
795624.067340599,1188261.56096603,0.000555719061987523
795624.067340599,1188208.55145909,0.000638467746812361
795624.067340599,1188155.54195215,0.000735907625015108
795624.067340599,1188102.53244521,0.000850381367742366
795677.072533372,1204111.40354175,1.77405422437698e-06
795677.072533372,1204058.39403481,2.15435285512164e-06
795677.072533372,1204005.38452787,2.61630710620091e-06
795677.072533372,1203952.37502093,3.17701597224026e-06
795677.072533372,1203899.36551398,3.85696295856048e-06
795677.072533372,1203846.35600704,4.68061945905628e-06
795677.072533372,1203793.3465001,5.67713556770268e-06
795677.072533372,1203740.33699316,6.88112519344483e-06
795677.072533372,1203687.32748621,8.33355112734701e-06
795677.072533372,1203634.31797927,1.00827138146941e-05
795677.072533372,1201778.9852363,0.00151659252285009
795677.072533372,1201725.97572935,0.00163086476000594
795677.072533372,1201672.96622241,0.00174591178188723
795677.072533372,1201619.95671547,0.00186087122474719
795677.072533372,1201566.94720853,0.00197490217717249
795677.072533372,1201513.93770158,0.00208721862801531
795677.072533372,1201460.92819464,0.00219712406711978
795677.072533372,1201407.9186877,0.00230404590978437
795677.072533372,1201354.90918076,0.00240756840759064
795677.072533372,1201301.89967382,0.00250746281720078
795677.072533372,1201248.89016687,0.00260371383002708
795677.072533372,1201195.88065993,0.0026965416129382
795677.072533372,1201142.87115299,0.00278641925553753
795677.072533372,1201089.86164605,0.00287408593531364
795677.072533372,1201036.8521391,0.00296055666396484
795677.072533372,1200983.84263216,0.00304713003049356
795677.072533372,1200930.83312522,0.00313539587706201
795677.072533372,1200877.82361828,0.00322724530867323
795677.072533372,1200771.80460439,0.00343086479757016
795677.072533372,1200400.7380558,0.00471629795423986
795677.072533372,1200347.72854886,0.00504220837291876
795677.072533372,1200029.6715072,0.00876444986711608
795677.072533372,1199764.62397249,0.0168970704621848
795677.072533372,1199658.60495861,0.02280673835658
795677.072533372,1199446.56693084,0.0427608128615193
795677.072533372,1199393.5574239,0.050057308816643
795677.072533372,1199287.53841001,0.0681631227074453
795677.072533372,1199022.4908753,0.136386533162153
795677.072533372,1198916.47186142,0.171833005536483
795677.072533372,1198863.46235447,0.190576309011855
795677.072533372,1198810.45284753,0.209599894207437
795677.072533372,1198757.44334059,0.228560800212249
795677.072533372,1198704.43383365,0.247101752935146
795677.072533372,1198651.42432671,0.264871302479006
795677.072533372,1198598.41481976,0.281544944273026
795677.072533372,1198545.40531282,0.296845336803442
795677.072533372,1198492.39580588,0.310559753368455
795677.072533372,1198439.38629894,0.322553180019364
795677.072533372,1198386.37679199,0.33277596149136
795677.072533372,1198333.36728505,0.341265527382014
795677.072533372,1198280.35777811,0.348142402683356
795677.072533372,1198227.34827117,0.35360131455768
795677.072533372,1198174.33876423,0.357898660159151
795677.072533372,1198121.32925728,0.361337839062564
795677.072533372,1198068.31975034,0.364253959856884
795677.072533372,1198015.3102434,0.366999225199089
795677.072533372,1197962.30073646,0.369929935502741
795677.072533372,1197909.29122951,0.373395597132108
795677.072533372,1197856.28172257,0.377730146126118
795677.072533372,1197803.27221563,0.383244861841174
795677.072533372,1197750.26270869,0.390222188892797
795677.072533372,1197697.25320175,0.39890943806452
795677.072533372,1197644.2436948,0.409511217580212
795677.072533372,1197591.23418786,0.422179478007827
795677.072533372,1197538.22468092,0.437000271055938
795677.072533372,1197485.21517398,0.453976772633874
795677.072533372,1197432.20566704,0.473008857164926
795677.072533372,1197379.19616009,0.493870567481554
795677.072533372,1197326.18665315,0.516188175288139
795677.072533372,1197273.17714621,0.53942302744542
795677.072533372,1197220.16763927,0.562864713894737
795677.072533372,1197167.15813232,0.585640788087477
795677.072533372,1197114.14862538,0.606748727115043
795677.072533372,1197061.13911844,0.625113515757683
795677.072533372,1197008.1296115,0.63967000562759
795677.072533372,1196955.12010456,0.649463503355833
795677.072533372,1196902.11059761,0.653756119057983
795677.072533372,1196849.10109067,0.652122085849754
795677.072533372,1196796.09158373,0.644514393178687
795677.072533372,1196743.08207679,0.63128873545973
795677.072533372,1196690.07256984,0.613178593724963
795677.072533372,1196637.0630629,0.591225300517301
795677.072533372,1196584.05355596,0.566676273714339
795677.072533372,1196531.04404902,0.540870476440548
795677.072533372,1196478.03454208,0.515131046533135
795677.072533372,1196425.02503513,0.490681189568783
795677.072533372,1196372.01552819,0.468592584016748
795677.072533372,1196319.00602125,0.449768067090147
795677.072533372,1196265.99651431,0.434954271829094
795677.072533372,1196212.98700736,0.424776222278798
795677.072533372,1196159.97750042,0.419784651871867
795677.072533372,1196106.96799348,0.420507212843932
795677.072533372,1196053.95848654,0.42749569537047
795677.072533372,1196000.9489796,0.441361836188558
795677.072533372,1195947.93947265,0.462793516933146
795677.072533372,1195894.92996571,0.492540800757495
795677.072533372,1195841.92045877,0.531357580194179
795677.072533372,1195788.91095183,0.57988074720299
795677.072533372,1195735.90144488,0.638427261994926
795677.072533372,1195682.89193794,0.706694655122318
795677.072533372,1195629.882431,0.783368453078209
795677.072533372,1195576.87292406,0.865676895506602
795677.072533372,1195523.86341712,0.948990753460441
795677.072533372,1195470.85391017,1.02663380438136
795677.072533372,1195417.84440323,1.09011804695834
795677.072533372,1195364.83489629,1.12999865566731
795677.072533372,1195311.82538935,1.13740813835008
795677.072533372,1195258.81588241,1.10606768295226
795677.072533372,1195205.80637546,1.03425989972604
795677.072533372,1195152.79686852,0.926043920858657
795677.072533372,1195099.78736158,0.791081838139279
795677.072533372,1195046.77785464,0.642888522708626
795677.072533372,1194993.76834769,0.495957857431205
795677.072533372,1194940.75884075,0.362723250736739
795677.072533372,1194887.74933381,0.251375708206238
795677.072533372,1194834.73982687,0.165141663576664
795677.072533372,1194781.73031993,0.102969803058145
795677.072533372,1194728.72081298,0.0610616963034292
795677.072533372,1194675.71130604,0.0345340926271194
795677.072533372,1189162.72258405,0.000206056546821326
795677.072533372,1189109.71307711,0.000204993701096807
795677.072533372,1189056.70357017,0.000205417718024021
795677.072533372,1189003.69406323,0.000207552001393724
795677.072533372,1188950.68455628,0.00021162152473689
795677.072533372,1188897.67504934,0.000217868474572245
795677.072533372,1188844.6655424,0.000226567394039433
795677.072533372,1188791.65603546,0.000238040045846733
795677.072533372,1188738.64652851,0.000252670359047453
795677.072533372,1188685.63702157,0.000270919876621058
795677.072533372,1188632.62751463,0.000293344109658339
795677.072533372,1188579.61800769,0.00032061015043869
795677.072533372,1188526.60850075,0.000353515814279917
795677.072533372,1188473.5989938,0.000393010476070355
795677.072533372,1188420.58948686,0.000440217645260773
795677.072533372,1188367.57997992,0.000496459184235218
795677.072533372,1188314.57047298,0.00056328092043138
795677.072533372,1188261.56096603,0.000642479234091001
795677.072533372,1188208.55145909,0.000736128024200106
795677.072533372,1188155.54195215,0.000846605269767311
795677.072533372,1188102.53244521,0.000976618218426722
795730.077726146,1204058.39403481,2.22260566146498e-06
795730.077726146,1204005.38452787,2.69727037810343e-06
795730.077726146,1203952.37502093,3.27289023231767e-06
795730.077726146,1203899.36551398,3.97026900682212e-06
795730.077726146,1203846.35600704,4.81422550457579e-06
795730.077726146,1203793.3465001,5.83428008982465e-06
795730.077726146,1203740.33699316,7.06543264587155e-06
795730.077726146,1203687.32748621,8.54903675770782e-06
795730.077726146,1203634.31797927,1.03337728858713e-05
795730.077726146,1203581.30847233,1.24767204335816e-05
795730.077726146,1203528.29896539,1.50445247808547e-05
795730.077726146,1203475.28945845,1.81146504314637e-05
795730.077726146,1203422.2799515,2.17767052738661e-05
795730.077726146,1203369.27044456,2.61338135108671e-05
795730.077726146,1201778.9852363,0.0014841451805757
795730.077726146,1201725.97572935,0.00159386928900567
795730.077726146,1201513.93770158,0.00203048578146689
795730.077726146,1201142.87115299,0.00270229871693206
795730.077726146,1201036.8521391,0.00287438269629507
795730.077726146,1200983.84263216,0.00296146585763636
795730.077726146,1200771.80460439,0.00336072173917725
795730.077726146,1200400.7380558,0.00476784455247536
795730.077726146,1200347.72854886,0.00513035892950745
795730.077726146,1200029.6715072,0.00934189202047144
795730.077726146,1199923.65249332,0.0121203743923116
795730.077726146,1199764.62397249,0.0187703172262599
795730.077726146,1199658.60495861,0.0257039234023778
795730.077726146,1199446.56693084,0.0492260476963972
795730.077726146,1199393.5574239,0.0578144632747346
795730.077726146,1199287.53841001,0.0790234032527796
795730.077726146,1199234.52890307,0.0917922766199001
795730.077726146,1199181.51939613,0.10604185567464
795730.077726146,1199128.50988919,0.121739332803458
795730.077726146,1199075.50038224,0.138792732123518
795730.077726146,1199022.4908753,0.157045610392903
795730.077726146,1198969.48136836,0.176275846932543
795730.077726146,1198916.47186142,0.196199371104976
795730.077726146,1198863.46235447,0.216479226522724
795730.077726146,1198810.45284753,0.236739798723687
795730.077726146,1198757.44334059,0.256585414124537
795730.077726146,1198704.43383365,0.27562194601749
795730.077726146,1198651.42432671,0.293479631068478
795730.077726146,1198598.41481976,0.309835081394656
795730.077726146,1198545.40531282,0.324430513569481
795730.077726146,1198492.39580588,0.337088505891384
795730.077726146,1198439.38629894,0.347721096438035
795730.077726146,1198386.37679199,0.356332670726348
795730.077726146,1198333.36728505,0.363016763675594
795730.077726146,1198280.35777811,0.367947518206081
795730.077726146,1198227.34827117,0.371367018887186
795730.077726146,1198174.33876423,0.3735699979397
795730.077726146,1198121.32925728,0.374887471745004
795730.077726146,1198068.31975034,0.375670722826102
795730.077726146,1198015.3102434,0.376276737347229
795730.077726146,1197962.30073646,0.37705580110373
795730.077726146,1197909.29122951,0.378341511901773
795730.077726146,1197856.28172257,0.380443040863898
795730.077726146,1197803.27221563,0.383639113749344
795730.077726146,1197750.26270869,0.38817291486727
795730.077726146,1197697.25320175,0.39424695775973
795730.077726146,1197644.2436948,0.402016930738418
795730.077726146,1197591.23418786,0.411583626693062
795730.077726146,1197538.22468092,0.422982328958798
795730.077726146,1197485.21517398,0.436169480343815
795730.077726146,1197432.20566704,0.451007140943418
795730.077726146,1197379.19616009,0.467246648642253
795730.077726146,1197326.18665315,0.48451398276194
795730.077726146,1197273.17714621,0.50230044715553
795730.077726146,1197220.16763927,0.519963158881967
795730.077726146,1197167.15813232,0.536740059056846
795730.077726146,1197114.14862538,0.551783316481084
795730.077726146,1197061.13911844,0.564212746912598
795730.077726146,1197008.1296115,0.573187221232107
795730.077726146,1196955.12010456,0.577987501425995
795730.077726146,1196902.11059761,0.578099606016199
795730.077726146,1196849.10109067,0.573285102814831
795730.077726146,1196796.09158373,0.563624967257555
795730.077726146,1196743.08207679,0.549527412647785
795730.077726146,1196690.07256984,0.531696817992155
795730.077726146,1196637.0630629,0.511068832629851
795730.077726146,1196584.05355596,0.488723625233598
795730.077726146,1196531.04404902,0.465793069702093
795730.077726146,1196478.03454208,0.443377506677268
795730.077726146,1196425.02503513,0.422484045168044
795730.077726146,1196372.01552819,0.403992688922881
795730.077726146,1196319.00602125,0.388650746071301
795730.077726146,1196265.99651431,0.377091488228287
795730.077726146,1196212.98700736,0.369870547447355
795730.077726146,1196159.97750042,0.367512934265537
795730.077726146,1196106.96799348,0.370564121230987
795730.077726146,1196053.95848654,0.379639430682468
795730.077726146,1196000.9489796,0.395466095044053
795730.077726146,1195947.93947265,0.418911098534613
795730.077726146,1195894.92996571,0.450984786628096
795730.077726146,1195841.92045877,0.492805154674693
795730.077726146,1195788.91095183,0.545501332150758
795730.077726146,1195735.90144488,0.610029048977366
795730.077726146,1195682.89193794,0.68686999420646
795730.077726146,1195629.882431,0.775597963356759
795730.077726146,1195576.87292406,0.874326660259395
795730.077726146,1195523.86341712,0.97911448556044
795730.077726146,1195470.85391017,1.08348835697573
795730.077726146,1195417.84440323,1.17833815232969
795730.077726146,1195364.83489629,1.25247349406001
795730.077726146,1195311.82538935,1.29405372685936
795730.077726146,1195258.81588241,1.29284834729585
795730.077726146,1195205.80637546,1.24288943714487
795730.077726146,1195152.79686852,1.14469722957075
795730.077726146,1195099.78736158,1.00614171073359
795730.077726146,1195046.77785464,0.841336970237721
795730.077726146,1194993.76834769,0.66770229328758
795730.077726146,1194940.75884075,0.502122597367069
795730.077726146,1194887.74933381,0.357544197961011
795730.077726146,1194834.73982687,0.241098504552591
795730.077726146,1194781.73031993,0.154107867358225
795730.077726146,1194728.72081298,0.0935400821749008
795730.077726146,1194675.71130604,0.0540538078496808
795730.077726146,1194622.7017991,0.0298353768109211
795730.077726146,1189215.73209099,0.000291741397595313
795730.077726146,1189162.72258405,0.000283347849241594
795730.077726146,1189109.71307711,0.000277015561724184
795730.077726146,1189056.70357017,0.000272986615464796
795730.077726146,1189003.69406323,0.000271468164166568
795730.077726146,1188950.68455628,0.000272659395371887
795730.077726146,1188897.67504934,0.000276775490829994
795730.077726146,1188844.6655424,0.000284068951075773
795730.077726146,1188791.65603546,0.000294849017815383
795730.077726146,1188738.64652851,0.000309500063924951
795730.077726146,1188685.63702157,0.000328499811078764
795730.077726146,1188632.62751463,0.000352438142839965
795730.077726146,1188579.61800769,0.000382037146914523
795730.077726146,1188526.60850075,0.000418172866230653
795730.077726146,1188473.5989938,0.000461899074030277
795730.077726146,1188420.58948686,0.000514473215324327
795730.077726146,1188367.57997992,0.000577384474571257
795730.077726146,1188314.57047298,0.000652383735392542
795730.077726146,1188261.56096603,0.000741514991803614
795730.077726146,1188208.55145909,0.000847147553213321
795730.077726146,1188155.54195215,0.000972008161191809
795730.077726146,1188102.53244521,0.00111921191100406
795783.082918919,1204005.38452787,2.78441441156198e-06
795783.082918919,1203952.37502093,3.37598703989301e-06
795783.082918919,1203899.36551398,4.09199651313418e-06
795783.082918919,1203846.35600704,4.95762719437531e-06
795783.082918919,1203793.3465001,6.00278846185104e-06
795783.082918919,1203740.33699316,7.26288508485102e-06
795783.082918919,1203687.32748621,8.77967996451818e-06
795783.082918919,1203634.31797927,1.06022510061716e-05
795783.082918919,1203581.30847233,1.27880408828497e-05
795783.082918919,1203528.29896539,1.54039944880277e-05
795783.082918919,1203475.28945845,1.85277738357797e-05
795783.082918919,1203422.2799515,2.22490339471769e-05
795783.082918919,1203369.27044456,2.66707357967121e-05
795783.082918919,1203316.26093762,3.19104636709034e-05
795783.082918919,1203263.25143068,3.81017043763417e-05
795783.082918919,1203210.24192373,4.53950347876593e-05
795783.082918919,1203157.23241679,5.39591525289628e-05
795783.082918919,1203104.22290985,6.39816725606577e-05
795783.082918919,1203051.21340291,7.56696006848801e-05
795783.082918919,1202998.20389597,8.92493842504843e-05
795783.082918919,1202945.19438902,0.000104966431576934
795783.082918919,1201778.9852363,0.00145230344375107
795783.082918919,1201725.97572935,0.00155760116187723
795783.082918919,1201513.93770158,0.00197513343839117
795783.082918919,1201142.87115299,0.00262093832120542
795783.082918919,1201036.8521391,0.00279123709245147
795783.082918919,1200983.84263216,0.00287892076635092
795783.082918919,1200771.80460439,0.0032937952538003
795783.082918919,1200718.79509745,0.00342738059840239
795783.082918919,1200665.78559051,0.00358007098915078
795783.082918919,1200612.77608357,0.00375649938517844
795783.082918919,1200559.76657662,0.00396210791319137
795783.082918919,1200506.75706968,0.00420333478162022
795783.082918919,1200453.74756274,0.00448785118899651
795783.082918919,1200400.7380558,0.00482485823138422
795783.082918919,1200347.72854886,0.00522545529923805
795783.082918919,1200294.71904191,0.00570309282192586
795783.082918919,1200241.70953497,0.0062741231463373
795783.082918919,1200188.70002803,0.00695846332634623
795783.082918919,1200135.69052109,0.00778038192834699
795783.082918919,1200082.68101415,0.00876941762882418
795783.082918919,1200029.6715072,0.00996142910419714
795783.082918919,1199976.66200026,0.0113997619404676
795783.082918919,1199923.65249332,0.0131364973374108
795783.082918919,1199870.64298638,0.0152337177118009
795783.082918919,1199817.63347943,0.0177646850076034
795783.082918919,1199764.62397249,0.0208147790336096
795783.082918919,1199711.61446555,0.0244819881739356
795783.082918919,1199658.60495861,0.0288766893255744
795783.082918919,1199605.59545167,0.0341204079514928
795783.082918919,1199552.58594472,0.0403432269841616
795783.082918919,1199499.57643778,0.047679532515621
795783.082918919,1199446.56693084,0.0562618629305383
795783.082918919,1199393.5574239,0.0662127806941373
795783.082918919,1199340.54791695,0.0776349169756431
795783.082918919,1199287.53841001,0.090599637425354
795783.082918919,1199234.52890307,0.105135111391747
795783.082918919,1199181.51939613,0.1212148851221
795783.082918919,1199128.50988919,0.138748296190115
795783.082918919,1199075.50038224,0.157574153628058
795783.082918919,1199022.4908753,0.17745899268856
795783.082918919,1198969.48136836,0.198100872988962
795783.082918919,1198916.47186142,0.219139145450405
795783.082918919,1198863.46235447,0.240169933661126
795783.082918919,1198810.45284753,0.260766361194661
795783.082918919,1198757.44334059,0.280501925464927
795783.082918919,1198704.43383365,0.298974978590806
795783.082918919,1198651.42432671,0.315832101172682
795783.082918919,1198598.41481976,0.330788272439596
795783.082918919,1198545.40531282,0.343642124937822
795783.082918919,1198492.39580588,0.35428515532001
795783.082918919,1198439.38629894,0.362704449196347
795783.082918919,1198386.37679199,0.368979164287565
795783.082918919,1198333.36728505,0.373271609942019
795783.082918919,1198280.35777811,0.375814194342691
795783.082918919,1198227.34827117,0.376893746596402
795783.082918919,1198174.33876423,0.376834754480322
795783.082918919,1198121.32925728,0.375982912547016
795783.082918919,1198068.31975034,0.374690091903273
795783.082918919,1198015.3102434,0.373301474944671
795783.082918919,1197962.30073646,0.372145199468693
795783.082918919,1197909.29122951,0.371524474350826
795783.082918919,1197856.28172257,0.3717117996561
795783.082918919,1197803.27221563,0.372944671391854
795783.082918919,1197750.26270869,0.375421988057277
795783.082918919,1197697.25320175,0.379300309333915
795783.082918919,1197644.2436948,0.384689152677336
795783.082918919,1197591.23418786,0.391644661774898
795783.082918919,1197538.22468092,0.400161259435907
795783.082918919,1197485.21517398,0.410161328379427
795783.082918919,1197432.20566704,0.421483562388011
795783.082918919,1197379.19616009,0.433871387686434
795783.082918919,1197326.18665315,0.446963708033316
795783.082918919,1197273.17714621,0.460291034633955
795783.082918919,1197220.16763927,0.473280586800562
795783.082918919,1197167.15813232,0.485273879036783
795783.082918919,1197114.14862538,0.495559329286544
795783.082918919,1197061.13911844,0.503420342742845
795783.082918919,1197008.1296115,0.508196245305289
795783.082918919,1196955.12010456,0.509349872570856
795783.082918919,1196902.11059761,0.50653248259288
795783.082918919,1196849.10109067,0.499635069572694
795783.082918919,1196796.09158373,0.488816027185983
795783.082918919,1196743.08207679,0.47449871224082
795783.082918919,1196690.07256984,0.457338138506107
795783.082918919,1196637.0630629,0.438162310389287
795783.082918919,1196584.05355596,0.417898782025435
795783.082918919,1196531.04404902,0.397499458731697
795783.082918919,1196478.03454208,0.377875923737309
795783.082918919,1196425.02503513,0.35985421737337
795783.082918919,1196372.01552819,0.344153313370394
795783.082918919,1196319.00602125,0.331386995033522
795783.082918919,1196265.99651431,0.322085528837742
795783.082918919,1196212.98700736,0.316731903216988
795783.082918919,1196159.97750042,0.315807247219629
795783.082918919,1196106.96799348,0.319840748775681
795783.082918919,1196053.95848654,0.329460173364663
795783.082918919,1196000.9489796,0.345439172580681
795783.082918919,1195947.93947265,0.368736284733431
795783.082918919,1195894.92996571,0.400517285488045
795783.082918919,1195841.92045877,0.442146946273738
795783.082918919,1195788.91095183,0.495128368610121
795783.082918919,1195735.90144488,0.560959054243381
795783.082918919,1195682.89193794,0.640866063996511
795783.082918919,1195629.882431,0.735384684931301
795783.082918919,1195576.87292406,0.843766449905401
795783.082918919,1195523.86341712,0.963255311828171
795783.082918919,1195470.85391017,1.08836204455984
795783.082918919,1195417.84440323,1.21038486063901
795783.082918919,1195364.83489629,1.31752404265796
795783.082918919,1195311.82538935,1.39593923016672
795783.082918919,1195258.81588241,1.43191082331518
795783.082918919,1195205.80637546,1.41486174450453
795783.082918919,1195152.79686852,1.34048022273096
795783.082918919,1195099.78736158,1.21282125492685
795783.082918919,1195046.77785464,1.04435731399277
795783.082918919,1194993.76834769,0.853615859948701
795783.082918919,1194940.75884075,0.661039677013462
795783.082918919,1194887.74933381,0.484504385889666
795783.082918919,1194834.73982687,0.336044911456429
795783.082918919,1194781.73031993,0.220709178880741
795783.082918919,1194728.72081298,0.137474085839734
795783.082918919,1194675.71130604,0.0813943895060346
795783.082918919,1194622.7017991,0.0459466402242126
795783.082918919,1194569.69229216,0.0248196929726087
795783.082918919,1189321.75110488,0.000457004775120849
795783.082918919,1189268.74159794,0.000431837361778252
795783.082918919,1189215.73209099,0.000409505850517763
795783.082918919,1189162.72258405,0.00039046873068737
795783.082918919,1189109.71307711,0.000375010640245683
795783.082918919,1189056.70357017,0.000363303608868356
795783.082918919,1189003.69406323,0.000355460571016605
795783.082918919,1188950.68455628,0.000351579904549098
795783.082918919,1188897.67504934,0.000351781617011823
795783.082918919,1188844.6655424,0.000356236769953462
795783.082918919,1188791.65603546,0.000365192076911376
795783.082918919,1188738.64652851,0.000378991580165162
795783.082918919,1188685.63702157,0.000398097088294907
795783.082918919,1188632.62751463,0.000423108758441691
795783.082918919,1188579.61800769,0.000454786898385358
795783.082918919,1188526.60850075,0.000494075771985634
795783.082918919,1188473.5989938,0.000542129923004076
795783.082918919,1188420.58948686,0.000600343281475023
795783.082918919,1188367.57997992,0.000670381074249717
795783.082918919,1188314.57047298,0.000754214318127156
795783.082918919,1188261.56096603,0.000854156423888241
795783.082918919,1188208.55145909,0.000972901180228803
795783.082918919,1188155.54195215,0.00111356111974749
795836.088111692,1204005.38452787,2.87813652329533e-06
795836.088111692,1203952.37502093,3.48675948723181e-06
795836.088111692,1203899.36551398,4.22266024464082e-06
795836.088111692,1203846.35600704,5.11140697093576e-06
